Barcelona;85;PSC-PSOE;PP;Cs;ERC-CatSi;DIALEG;CUP;CatComu-Podem;JUNTSxCAT;RECORTES CERO-GRUPO VERDE;PACMA
Girona;17;PSC-PSOE;PP;Cs;ERC-CatSi;DIALEG;CUP;CatComu-Podem;JUNTSxCAT;RECORTES CERO-GRUPO VERDE;PACMA;PUM+J
Lleida;15;PSC-PSOE;PP;Cs;ERC-CatSi;DIALEG;CUP;CatComu-Podem;JUNTSxCAT;RECORTES CERO-GRUPO VERDE;PACMA;PUM+J
Tarragona;18;PSC-PSOE;PP;Cs;ERC-CatSi;DIALEG;CUP;CatComu-Podem;JUNTSxCAT;RECORTES CERO-GRUPO VERDE;PACMA